Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryBand,TenureBand,AgeBand
47,Yes,Travel_Frequently,128,Sales,16,3,Medical,1,118,4,Male,44,2,4,Sales Executive,1,Married,9435,22482,2,Y,No,21,4,2,80,0,20,2,2,9,5,2,3,₹7K–₹12K,6–10 years,46–60
51,No,Travel_Frequently,109,Research & Development,13,3,Technical Degree,1,119,1,Male,62,1,4,Manager,2,Single,10923,21868,3,Y,No,20,3,4,80,3,17,3,3,13,6,7,6,₹7K–₹12K,10+ years,46–60
37,No,Travel_Rarely,534,Research & Development,3,5,Medical,1,120,3,Female,94,4,1,Manufacturing Director,1,Divorced,3933,15938,5,Y,No,17,4,1,80,0,11,4,2,5,5,0,4,<₹4K,4–5 years,36–45
28,No,Travel_Rarely,719,Research & Development,16,4,Technical Degree,1,121,1,Female,93,3,3,Research Director,1,Married,7813,3477,3,Y,Yes,23,3,4,80,0,4,5,4,3,3,0,2,₹7K–₹12K,2–3 years,26–35
24,Yes,Travel_Rarely,1485,Sales,9,2,Life Sciences,1,122,1,Male,73,4,4,Sales Representative,3,Single,9451,16648,3,Y,Yes,18,3,3,80,0,0,1,2,0,0,0,0,₹7K–₹12K,<2 years,18–25
36,No,Non-Travel,121,Sales,5,5,Medical,1,123,4,Male,88,4,4,Sales Representative,3,Married,9558,18817,1,Y,No,14,3,1,80,2,10,4,2,9,4,2,4,₹7K–₹12K,6–10 years,36–45
60,No,Travel_Rarely,1307,Research & Development,4,3,Life Sciences,1,124,3,Male,85,3,3,Manufacturing Director,2,Single,9452,6003,3,Y,No,19,3,4,80,0,20,2,3,5,5,1,0,₹7K–₹12K,4–5 years,46–60
39,No,Travel_Rarely,231,Sales,19,4,Marketing,1,125,1,Female,56,2,5,Manager,1,Married,11957,19316,2,Y,Yes,19,3,2,80,3,15,3,2,11,6,3,6,₹7K–₹12K,10+ years,36–45
31,No,Travel_Frequently,1356,Sales,14,3,Life Sciences,1,126,4,Male,66,2,1,Sales Representative,3,Married,4179,19675,1,Y,No,18,3,4,80,0,6,1,2,6,2,4,2,₹4K–₹7K,6–10 years,26–35
42,No,Travel_Rarely,146,Research & Development,4,2,Life Sciences,1,127,1,Male,99,1,5,Manufacturing Director,4,Divorced,11534,25407,5,Y,No,19,3,2,80,3,20,0,2,18,7,1,5,₹7K–₹12K,10+ years,36–45
32,No,Travel_Frequently,955,Research & Development,10,2,Life Sciences,1,128,4,Female,96,3,3,Healthcare Representative,3,Divorced,8484,10636,1,Y,No,11,3,2,80,2,12,4,4,12,9,1,5,₹7K–₹12K,10+ years,26–35
19,No,Travel_Rarely,785,Research & Development,7,2,Life Sciences,1,129,4,Male,58,3,4,Healthcare Representative,3,Single,7791,20338,4,Y,No,17,3,2,80,0,0,4,1,0,0,0,0,₹7K–₹12K,<2 years,18–25
31,No,Travel_Rarely,1167,Research & Development,22,5,Medical,1,130,3,Female,56,3,3,Laboratory Technician,1,Married,6979,16205,1,Y,No,21,3,2,80,2,10,1,1,6,0,2,0,₹4K–₹7K,6–10 years,26–35
40,No,Travel_Rarely,521,Research & Development,3,5,Technical Degree,1,131,4,Male,45,1,5,Research Director,2,Married,12469,6559,5,Y,No,21,3,2,80,2,14,1,4,9,7,1,7,₹12K+,6–10 years,36–45
36,Yes,Travel_Frequently,337,Research & Development,12,1,Technical Degree,1,132,4,Female,80,1,1,Research Scientist,2,Divorced,5034,6391,2,Y,Yes,11,3,3,80,0,14,1,2,14,7,3,4,₹4K–₹7K,10+ years,36–45
30,No,Travel_Rarely,290,Research & Development,19,3,Technical Degree,1,133,3,Female,95,2,3,Laboratory Technician,3,Divorced,8562,16448,3,Y,No,13,4,4,80,1,8,6,1,6,0,0,0,₹7K–₹12K,6–10 years,26–35
45,No,Travel_Rarely,930,Research & Development,8,4,Medical,1,134,1,Male,75,1,2,Healthcare Representative,3,Divorced,7962,18575,1,Y,No,20,3,2,80,1,12,2,2,9,2,4,0,₹7K–₹12K,6–10 years,36–45
40,No,Travel_Rarely,1240,Sales,7,5,Medical,1,135,1,Female,40,2,2,Sales Representative,2,Divorced,7337,26063,3,Y,No,14,3,2,80,0,11,4,4,11,6,5,2,₹7K–₹12K,10+ years,36–45
35,No,Travel_Frequently,679,Research & Development,2,4,Technical Degree,1,136,3,Male,76,1,2,Research Scientist,1,Single,5693,6596,2,Y,No,13,3,1,80,0,14,4,3,7,4,2,3,₹4K–₹7K,6–10 years,26–35
47,No,Travel_Frequently,841,Research & Development,5,2,Life Sciences,1,137,1,Female,69,3,5,Healthcare Representative,1,Single,12324,24227,5,Y,No,19,3,4,80,1,17,4,1,5,4,0,0,₹12K+,4–5 years,46–60
33,No,Travel_Rarely,740,Sales,11,1,Life Sciences,1,138,4,Male,91,3,1,Sales Representative,4,Divorced,2981,23356,2,Y,No,11,3,1,80,3,9,3,4,8,2,2,2,<₹4K,6–10 years,26–35
53,No,Travel_Rarely,317,Sales,10,3,Medical,1,139,4,Female,98,1,3,Manager,1,Single,10010,17864,1,Y,No,21,3,2,80,2,22,2,1,22,11,7,6,₹7K–₹12K,10+ years,46–60
36,No,Travel_Frequently,666,Human Resources,17,3,Marketing,1,140,2,Female,54,1,3,Human Resources,1,Single,7563,7174,2,Y,Yes,21,3,2,80,1,16,3,3,9,4,4,1,₹7K–₹12K,6–10 years,36–45
39,No,Travel_Rarely,1144,Research & Development,12,1,Life Sciences,1,141,1,Male,55,3,4,Manager,1,Single,9511,15789,3,Y,No,12,3,4,80,2,10,0,2,0,0,0,0,₹7K–₹12K,<2 years,36–45
20,No,Travel_Rarely,1042,Sales,15,4,Life Sciences,1,142,2,Male,72,1,5,Manager,2,Divorced,10175,8232,0,Y,No,22,3,4,80,2,0,4,3,0,0,0,0,₹7K–₹12K,<2 years,18–25
33,No,Non-Travel,385,Research & Development,8,1,Medical,1,143,4,Female,78,1,2,Laboratory Technician,2,Divorced,6287,18723,0,Y,No,15,3,3,80,3,3,1,1,0,0,0,0,₹4K–₹7K,<2 years,26–35
33,No,Travel_Frequently,1431,Research & Development,3,2,Human Resources,1,144,3,Male,47,2,4,Research Director,2,Married,9009,5618,2,Y,No,23,3,1,80,2,9,4,4,4,4,1,4,₹7K–₹12K,4–5 years,26–35
47,No,Non-Travel,778,Research & Development,5,1,Life Sciences,1,145,4,Male,88,2,2,Research Scientist,4,Divorced,5133,24596,1,Y,No,22,3,3,80,3,15,5,1,14,5,4,2,₹4K–₹7K,10+ years,46–60
40,No,Travel_Rarely,660,Research & Development,5,3,Life Sciences,1,146,1,Female,33,4,3,Manufacturing Director,3,Single,7631,11339,5,Y,No,25,3,1,80,2,8,4,1,6,0,0,0,₹7K–₹12K,6–10 years,36–45
18,No,Travel_Frequently,374,Research & Development,1,5,Life Sciences,1,147,3,Female,53,4,5,Manufacturing Director,4,Married,10320,17716,1,Y,No,20,3,1,80,2,2,1,2,2,0,0,0,₹7K–₹12K,2–3 years,18–25
35,No,Travel_Rarely,583,Research & Development,15,1,Technical Degree,1,148,3,Female,50,1,4,Research Director,4,Married,11035,18348,3,Y,No,16,3,3,80,2,4,6,3,4,0,0,0,₹7K–₹12K,4–5 years,26–35
38,No,Travel_Rarely,673,Sales,18,1,Life Sciences,1,149,1,Female,67,3,3,Sales Representative,4,Married,7894,14707,3,Y,Yes,15,3,3,80,0,8,3,3,8,3,2,2,₹7K–₹12K,6–10 years,36–45
18,Yes,Travel_Rarely,1165,Sales,8,5,Life Sciences,1,150,1,Female,46,4,4,Sales Executive,4,Single,7866,18087,2,Y,Yes,13,3,2,80,0,0,1,3,0,0,0,0,₹7K–₹12K,<2 years,18–25
38,No,Travel_Frequently,331,Sales,8,3,Life Sciences,1,151,1,Male,96,3,4,Manager,2,Married,10860,11090,4,Y,No,20,3,2,80,0,10,5,3,10,5,3,5,₹7K–₹12K,6–10 years,36–45
28,No,Travel_Rarely,385,Research & Development,1,3,Life Sciences,1,152,3,Male,74,1,2,Laboratory Technician,2,Married,5446,15643,3,Y,No,12,3,2,80,2,7,4,4,4,0,1,0,₹4K–₹7K,4–5 years,26–35
38,Yes,Travel_Frequently,1013,Research & Development,18,2,Medical,1,153,2,Male,40,1,4,Laboratory Technician,2,Married,8558,17512,3,Y,No,22,3,2,80,3,15,3,1,13,4,4,4,₹7K–₹12K,10+ years,36–45
44,No,Travel_Rarely,1414,Research & Development,14,1,Life Sciences,1,154,1,Male,82,4,5,Research Director,3,Single,11496,21890,1,Y,No,12,3,1,80,0,16,5,1,8,2,2,1,₹7K–₹12K,6–10 years,36–45
45,Yes,Travel_Frequently,999,Research & Development,21,3,Medical,1,155,4,Male,35,2,3,Research Scientist,1,Married,8831,3500,1,Y,Yes,23,3,4,80,0,13,5,3,9,8,4,8,₹7K–₹12K,6–10 years,36–45
33,No,Travel_Rarely,1214,Sales,8,4,Medical,1,156,2,Female,85,3,4,Manager,3,Married,8988,26116,3,Y,No,23,4,2,80,0,12,2,2,1,0,0,0,₹7K–₹12K,<2 years,26–35
32,No,Travel_Rarely,116,Human Resources,5,2,Life Sciences,1,157,2,Male,91,3,5,Manager,2,Single,10549,8528,3,Y,No,20,3,4,80,2,6,0,3,0,0,0,0,₹7K–₹12K,<2 years,26–35
30,No,Travel_Rarely,1044,Sales,5,2,Life Sciences,1,158,4,Male,49,4,4,Manager,3,Married,10140,23627,0,Y,No,21,3,1,80,3,5,6,2,4,1,0,1,₹7K–₹12K,4–5 years,26–35
30,No,Travel_Rarely,1418,Sales,16,4,Life Sciences,1,159,3,Female,50,3,3,Sales Representative,3,Single,8758,5596,2,Y,No,24,3,4,80,3,12,5,1,11,4,6,0,₹7K–₹12K,10+ years,26–35
26,No,Travel_Rarely,946,Research & Development,15,3,Technical Degree,1,160,1,Female,54,4,4,Research Director,1,Single,8984,7365,2,Y,No,20,3,3,80,1,8,4,2,5,5,0,5,₹7K–₹12K,4–5 years,26–35
44,No,Non-Travel,1279,Research & Development,14,3,Medical,1,161,1,Male,60,2,3,Research Director,2,Divorced,8511,23619,4,Y,Yes,15,3,1,80,3,16,0,1,5,0,1,0,₹7K–₹12K,4–5 years,36–45
46,No,Non-Travel,590,Research & Development,11,2,Technical Degree,1,162,1,Female,45,4,3,Manager,1,Single,8393,21455,2,Y,No,15,3,4,80,1,15,6,4,15,9,5,5,₹7K–₹12K,10+ years,46–60
25,No,Travel_Rarely,740,Research & Development,12,3,Life Sciences,1,163,3,Male,39,2,3,Research Director,3,Divorced,7646,11383,4,Y,Yes,24,3,3,80,1,0,3,2,0,0,0,0,₹7K–₹12K,<2 years,18–25
32,No,Non-Travel,1056,Research & Development,4,3,Marketing,1,164,3,Female,99,2,4,Research Scientist,2,Divorced,9742,21539,1,Y,No,22,4,4,80,2,11,1,4,3,3,0,0,₹7K–₹12K,2–3 years,26–35
33,Yes,Travel_Rarely,808,Research & Development,16,2,Medical,1,165,3,Male,81,2,4,Research Director,2,Single,9650,24380,2,Y,No,19,3,3,80,2,6,2,2,6,3,5,3,₹7K–₹12K,6–10 years,26–35
40,No,Travel_Rarely,625,Research & Development,19,1,Human Resources,1,166,4,Male,75,3,3,Laboratory Technician,4,Single,7863,23299,4,Y,No,25,3,3,80,1,9,3,2,9,8,4,6,₹7K–₹12K,6–10 years,36–45
35,No,Travel_Rarely,1001,Sales,8,1,Marketing,1,167,3,Male,46,3,3,Sales Representative,2,Divorced,9411,18434,0,Y,No,18,3,2,80,1,11,3,2,9,6,0,6,₹7K–₹12K,6–10 years,26–35
50,No,Travel_Frequently,1296,Research & Development,29,2,Life Sciences,1,168,4,Female,43,4,4,Manager,4,Single,10139,19033,2,Y,No,25,4,3,80,3,20,6,1,13,4,1,3,₹7K–₹12K,10+ years,46–60
26,Yes,Travel_Rarely,1163,Sales,9,2,Life Sciences,1,169,4,Male,94,1,2,Sales Representative,2,Divorced,4150,5911,1,Y,Yes,15,3,3,80,0,5,5,3,0,0,0,0,₹4K–₹7K,<2 years,26–35
42,No,Travel_Frequently,1376,Sales,7,5,Medical,1,170,4,Male,31,2,1,Sales Executive,2,Divorced,4403,23918,3,Y,No,12,3,1,80,1,14,5,4,14,7,3,7,₹4K–₹7K,10+ years,36–45
40,No,Travel_Rarely,1439,Research & Development,4,4,Life Sciences,1,171,2,Male,57,1,2,Healthcare Representative,3,Married,6875,25181,2,Y,Yes,23,3,4,80,1,12,0,2,12,5,3,2,₹4K–₹7K,10+ years,36–45
30,No,Travel_Rarely,978,Research & Development,13,5,Medical,1,172,4,Female,49,4,5,Manager,1,Single,12770,6985,2,Y,No,22,3,1,80,3,11,5,3,7,2,1,2,₹12K+,6–10 years,26–35
32,No,Travel_Frequently,754,Research & Development,3,5,Technical Degree,1,173,1,Female,95,2,2,Manager,1,Married,6172,17678,2,Y,Yes,13,3,4,80,3,10,0,1,5,0,1,0,₹4K–₹7K,4–5 years,26–35
37,No,Travel_Frequently,437,Research & Development,4,2,Life Sciences,1,174,3,Female,39,1,4,Healthcare Representative,3,Single,8694,11875,3,Y,No,19,3,4,80,2,11,3,1,3,3,1,3,₹7K–₹12K,2–3 years,36–45
21,No,Non-Travel,481,Sales,8,1,Life Sciences,1,175,1,Male,79,4,2,Sales Representative,2,Single,4250,15101,3,Y,No,16,3,4,80,1,2,4,2,2,1,2,0,₹4K–₹7K,2–3 years,18–25
24,No,Travel_Rarely,963,Research & Development,12,1,Life Sciences,1,176,3,Female,43,1,2,Manager,4,Divorced,6376,22649,2,Y,No,19,3,1,80,3,6,5,4,3,0,0,0,₹4K–₹7K,2–3 years,18–25
33,No,Travel_Rarely,713,Research & Development,10,3,Life Sciences,1,177,1,Male,33,2,3,Manager,4,Married,7364,3279,5,Y,No,21,3,2,80,3,5,6,4,5,0,1,0,₹7K–₹12K,4–5 years,26–35
41,No,Travel_Rarely,391,Research & Development,2,3,Life Sciences,1,178,3,Male,34,4,5,Research Director,1,Single,11297,11467,2,Y,No,12,3,1,80,3,18,0,3,16,7,4,4,₹7K–₹12K,10+ years,36–45
54,No,Travel_Rarely,1130,Human Resources,11,5,Life Sciences,1,179,3,Male,59,1,2,Human Resources,3,Married,7494,8502,5,Y,No,16,3,1,80,1,21,6,2,15,8,6,4,₹7K–₹12K,10+ years,46–60
47,Yes,Travel_Rarely,1331,Sales,9,1,Technical Degree,1,180,4,Male,30,4,3,Manager,4,Divorced,9092,24548,0,Y,No,16,3,2,80,2,15,1,4,8,6,0,3,₹7K–₹12K,6–10 years,46–60
36,No,Travel_Rarely,1297,Human Resources,17,4,Marketing,1,181,3,Female,88,2,4,Manager,3,Married,9213,11728,2,Y,No,14,3,4,80,0,16,3,1,3,0,0,0,₹7K–₹12K,2–3 years,36–45
24,No,Travel_Rarely,605,Research & Development,13,5,Medical,1,182,1,Female,71,2,2,Healthcare Representative,1,Single,5573,20125,3,Y,No,22,3,4,80,1,1,0,3,1,0,0,0,₹4K–₹7K,<2 years,18–25
37,Yes,Travel_Rarely,1181,Research & Development,2,2,Life Sciences,1,183,2,Male,55,4,3,Manufacturing Director,3,Single,8182,2164,1,Y,No,22,3,2,80,1,5,4,4,0,0,0,0,₹7K–₹12K,<2 years,36–45
40,No,Travel_Frequently,366,Research & Development,21,3,Medical,1,184,3,Female,62,3,2,Laboratory Technician,4,Single,5805,17222,1,Y,Yes,25,3,4,80,3,10,3,2,7,4,5,4,₹4K–₹7K,6–10 years,36–45
44,Yes,Travel_Rarely,603,Research & Development,9,3,Medical,1,185,4,Male,96,3,3,Manufacturing Director,4,Divorced,8556,11840,6,Y,No,18,3,3,80,2,10,5,2,10,7,3,6,₹7K–₹12K,6–10 years,36–45
44,No,Travel_Rarely,1292,Sales,18,3,Human Resources,1,186,4,Female,90,3,4,Sales Executive,3,Married,11673,7054,2,Y,No,14,3,3,80,3,13,5,1,5,5,2,2,₹7K–₹12K,4–5 years,36–45
40,No,Travel_Rarely,451,Research & Development,7,3,Marketing,1,187,4,Female,37,3,4,Research Director,1,Divorced,12055,23873,4,Y,No,22,3,2,80,2,17,4,2,11,4,6,3,₹12K+,10+ years,36–45
18,No,Travel_Rarely,1224,Research & Development,18,2,Medical,1,188,1,Female,51,3,2,Research Scientist,2,Married,4718,3179,2,Y,No,22,3,3,80,2,0,4,1,0,0,0,0,₹4K–₹7K,<2 years,18–25
48,No,Travel_Rarely,216,Research & Development,12,1,Life Sciences,1,189,3,Male,70,2,4,Research Director,3,Married,10578,5735,3,Y,Yes,23,3,2,80,2,17,4,3,17,8,7,8,₹7K–₹12K,10+ years,46–60
32,No,Travel_Rarely,1407,Sales,13,1,Life Sciences,1,190,4,Male,47,3,2,Manager,4,Married,5478,9019,2,Y,No,11,4,4,80,2,6,6,3,5,0,0,0,₹4K–₹7K,4–5 years,26–35
40,No,Travel_Rarely,756,Research & Development,28,1,Life Sciences,1,191,4,Male,82,2,5,Manager,1,Single,11741,16405,6,Y,No,11,3,1,80,2,14,1,1,10,4,4,3,₹7K–₹12K,6–10 years,36–45
28,No,Travel_Frequently,522,Research & Development,9,4,Life Sciences,1,192,2,Female,81,3,3,Manufacturing Director,4,Single,6400,18764,2,Y,No,20,3,2,80,0,3,3,3,3,0,3,0,₹4K–₹7K,2–3 years,26–35
47,No,Travel_Rarely,509,Sales,16,3,Medical,1,193,2,Male,82,2,2,Sales Executive,1,Single,6904,14298,0,Y,Yes,18,3,3,80,1,18,1,2,13,7,5,2,₹4K–₹7K,10+ years,46–60
27,No,Travel_Rarely,672,Research & Development,5,3,Medical,1,194,2,Female,37,2,3,Laboratory Technician,2,Divorced,8142,19640,2,Y,No,12,3,4,80,3,12,5,3,6,6,2,5,₹7K–₹12K,6–10 years,26–35
55,No,Travel_Rarely,899,Sales,4,3,Life Sciences,1,195,1,Male,68,2,1,Sales Representative,4,Single,5324,23856,0,Y,No,15,4,1,80,3,27,0,2,26,9,6,3,₹4K–₹7K,10+ years,46–60
41,No,Travel_Rarely,378,Research & Development,14,1,Medical,1,196,2,Male,87,4,5,Manager,2,Married,11759,24146,2,Y,No,16,3,3,80,3,2,0,2,2,0,0,0,₹7K–₹12K,2–3 years,36–45
41,Yes,Travel_Frequently,1397,Research & Development,11,5,Marketing,1,197,2,Male,87,3,1,Research Director,2,Single,3783,4006,2,Y,No,15,3,4,80,1,22,6,1,12,3,4,3,<₹4K,10+ years,36–45
42,Yes,Travel_Rarely,1054,Sales,15,4,Medical,1,198,3,Male,51,1,5,Manager,2,Married,12917,16762,3,Y,No,19,3,4,80,2,11,3,2,0,0,0,0,₹12K+,<2 years,36–45
47,No,Travel_Rarely,1386,Research & Development,23,1,Marketing,1,199,4,Female,75,2,3,Research Director,4,Single,9187,8684,3,Y,No,16,3,2,80,0,18,4,3,12,2,4,1,₹7K–₹12K,10+ years,46–60
47,No,Travel_Rarely,1418,Research & Development,18,2,Technical Degree,1,200,4,Male,33,3,3,Manager,2,Married,8565,24452,2,Y,No,20,3,4,80,0,23,2,1,15,12,3,6,₹7K–₹12K,10+ years,46–60
43,No,Travel_Rarely,308,Human Resources,20,2,Life Sciences,1,201,2,Male,37,1,3,Manager,3,Divorced,8857,4921,3,Y,No,21,3,3,80,0,13,1,1,7,2,4,2,₹7K–₹12K,6–10 years,36–45
36,No,Travel_Rarely,157,Research & Development,13,2,Medical,1,202,1,Male,95,3,4,Research Director,4,Single,9739,8346,2,Y,No,12,3,3,80,0,10,5,3,0,0,0,0,₹7K–₹12K,<2 years,36–45
21,Yes,Travel_Rarely,434,Sales,20,3,Medical,1,203,4,Male,37,1,4,Manager,3,Divorced,8968,4117,2,Y,Yes,24,3,4,80,1,5,5,3,5,0,4,0,₹7K–₹12K,4–5 years,18–25
30,No,Travel_Rarely,364,Research & Development,5,1,Medical,1,204,1,Female,94,4,3,Manager,3,Single,7218,19471,3,Y,No,12,3,3,80,2,3,0,2,0,0,0,0,₹7K–₹12K,<2 years,26–35
37,No,Travel_Frequently,517,Research & Development,12,1,Life Sciences,1,205,3,Male,35,3,3,Research Scientist,1,Married,8600,13276,1,Y,No,13,4,3,80,2,9,0,3,4,3,1,3,₹7K–₹12K,4–5 years,36–45
47,No,Travel_Rarely,1403,Sales,7,4,Life Sciences,1,206,3,Male,82,3,2,Sales Representative,2,Divorced,6515,11564,3,Y,No,14,3,4,80,3,14,3,4,10,5,6,2,₹4K–₹7K,6–10 years,46–60
40,Yes,Travel_Rarely,1400,Sales,15,2,Medical,1,207,4,Male,97,2,4,Sales Representative,2,Married,10465,26550,1,Y,Yes,21,3,4,80,2,7,4,2,1,1,0,0,₹7K–₹12K,<2 years,36–45
46,No,Travel_Frequently,1233,Research & Development,12,2,Medical,1,208,3,Male,77,4,5,Manager,3,Married,11768,13290,1,Y,No,21,3,3,80,0,15,5,2,10,6,2,3,₹7K–₹12K,6–10 years,46–60
22,No,Travel_Rarely,305,Research & Development,7,5,Medical,1,209,1,Female,46,1,4,Research Director,2,Single,9573,2552,2,Y,Yes,11,3,1,80,0,2,4,3,1,1,0,0,₹7K–₹12K,<2 years,18–25
45,Yes,Travel_Rarely,552,Sales,29,4,Life Sciences,1,210,1,Female,88,2,5,Sales Representative,2,Single,13460,9106,2,Y,Yes,21,3,2,80,1,18,1,4,10,4,5,2,₹12K+,6–10 years,36–45
31,No,Non-Travel,749,Research & Development,4,3,Medical,1,211,1,Male,68,3,3,Manager,2,Married,5953,24196,0,Y,No,24,3,2,80,2,6,1,4,2,2,0,1,₹4K–₹7K,2–3 years,26–35
41,Yes,Travel_Frequently,1151,Research & Development,15,1,Medical,1,212,4,Male,46,4,2,Laboratory Technician,4,Single,8279,21541,3,Y,No,21,3,3,80,2,14,6,1,5,4,0,3,₹7K–₹12K,4–5 years,36–45
44,No,Travel_Frequently,1443,Research & Development,4,3,Medical,1,213,2,Male,55,1,4,Laboratory Technician,3,Single,9815,23881,1,Y,No,20,3,4,80,1,13,3,1,11,10,2,5,₹7K–₹12K,10+ years,36–45
38,No,Travel_Rarely,1442,Research & Development,3,1,Life Sciences,1,214,1,Male,63,4,1,Research Scientist,3,Single,4271,21847,5,Y,Yes,14,3,2,80,1,6,3,1,2,1,0,1,₹4K–₹7K,2–3 years,36–45
52,No,Non-Travel,1007,Sales,5,1,Marketing,1,215,2,Male,56,4,5,Manager,4,Single,13961,20776,3,Y,No,11,3,1,80,2,21,2,1,14,8,2,5,₹12K+,10+ years,46–60
27,No,Travel_Rarely,153,Research & Development,5,1,Medical,1,216,3,Female,99,4,1,Laboratory Technician,2,Married,2508,12688,0,Y,No,24,3,4,80,1,3,5,4,0,0,0,0,<₹4K,<2 years,26–35
24,No,Travel_Rarely,220,Sales,9,4,Life Sciences,1,217,1,Female,49,2,5,Manager,2,Married,10099,6602,3,Y,No,14,3,2,80,2,1,4,1,0,0,0,0,₹7K–₹12K,<2 years,18–25
33,Yes,Travel_Rarely,599,Sales,17,2,Medical,1,218,1,Male,76,2,2,Sales Representative,1,Single,5612,13600,2,Y,No,12,4,2,80,0,8,5,1,2,2,0,0,₹4K–₹7K,2–3 years,26–35
22,Yes,Travel_Rarely,1225,Sales,11,1,Medical,1,219,1,Male,46,4,4,Sales Representative,4,Married,8863,14266,5,Y,No,15,3,1,80,1,0,4,2,0,0,0,0,₹7K–₹12K,<2 years,18–25
27,No,Travel_Rarely,1484,Research & Development,2,2,Life Sciences,1,220,2,Female,60,3,4,Manager,1,Married,9751,7875,0,Y,No,12,3,1,80,1,4,6,4,4,3,0,3,₹7K–₹12K,4–5 years,26–35
23,Yes,Travel_Rarely,1221,Sales,3,2,Marketing,1,221,2,Female,38,2,3,Sales Executive,2,Divorced,5020,7571,0,Y,No,13,4,4,80,3,0,0,2,0,0,0,0,₹4K–₹7K,<2 years,18–25
39,No,Travel_Rarely,1447,Human Resources,4,4,Life Sciences,1,222,3,Male,44,1,5,Human Resources,2,Married,11550,26680,1,Y,Yes,21,3,3,80,2,13,1,3,13,4,4,4,₹7K–₹12K,10+ years,36–45
48,No,Travel_Rarely,678,Sales,6,2,Medical,1,223,3,Female,57,1,3,Sales Executive,4,Single,9047,11468,1,Y,Yes,11,3,2,80,2,22,2,3,9,4,0,3,₹7K–₹12K,6–10 years,46–60
31,No,Non-Travel,753,Research & Development,29,2,Technical Degree,1,224,2,Male,71,3,4,Manager,1,Single,9009,22883,6,Y,No,13,3,4,80,0,3,3,3,0,0,0,0,₹7K–₹12K,<2 years,26–35
37,No,Travel_Rarely,1120,Research & Development,3,4,Life Sciences,1,225,4,Male,65,2,5,Manager,4,Single,12398,20221,0,Y,No,16,3,1,80,0,19,6,2,9,4,5,4,₹12K+,6–10 years,36–45
41,No,Travel_Rarely,1078,Research & Development,16,3,Medical,1,226,4,Female,50,2,3,Manager,1,Married,8686,19277,4,Y,No,25,3,2,80,1,15,2,3,11,6,2,6,₹7K–₹12K,10+ years,36–45
44,No,Travel_Rarely,953,Research & Development,8,2,Technical Degree,1,227,2,Female,71,1,5,Manager,4,Single,12387,17319,4,Y,No,22,3,4,80,1,17,2,2,4,3,1,3,₹12K+,4–5 years,36–45
49,No,Travel_Rarely,1397,Sales,6,3,Marketing,1,228,3,Male,97,4,2,Sales Executive,1,Divorced,6126,26582,1,Y,No,23,4,2,80,1,25,0,1,10,8,0,8,₹4K–₹7K,6–10 years,46–60
44,No,Travel_Rarely,1153,Research & Development,29,5,Medical,1,229,3,Female,71,1,4,Healthcare Representative,2,Married,9886,2418,4,Y,Yes,13,3,3,80,0,13,5,4,12,2,4,0,₹7K–₹12K,10+ years,36–45
37,Yes,Travel_Rarely,826,Research & Development,9,4,Life Sciences,1,230,2,Male,30,4,5,Healthcare Representative,2,Married,12870,24256,5,Y,No,11,3,3,80,0,8,4,4,5,5,5,3,₹12K+,4–5 years,36–45
48,No,Travel_Rarely,1409,Human Resources,2,5,Life Sciences,1,231,2,Male,71,2,5,Human Resources,1,Married,12429,16488,5,Y,No,20,4,1,80,3,16,3,3,7,7,5,6,₹12K+,6–10 years,46–60
40,No,Travel_Frequently,294,Sales,13,2,Other,1,232,2,Male,80,4,5,Manager,3,Married,11662,10659,0,Y,No,16,3,2,80,2,12,4,2,12,6,6,6,₹7K–₹12K,10+ years,36–45
44,No,Non-Travel,370,Human Resources,6,3,Life Sciences,1,233,2,Female,97,3,2,Human Resources,4,Divorced,6044,3828,3,Y,No,16,3,2,80,3,12,6,3,9,3,3,0,₹4K–₹7K,6–10 years,36–45
39,Yes,Travel_Rarely,473,Sales,20,1,Technical Degree,1,234,1,Female,73,3,2,Sales Representative,4,Married,7226,14970,1,Y,Yes,17,3,1,80,1,6,5,2,1,1,0,1,₹7K–₹12K,<2 years,36–45
50,No,Travel_Rarely,380,Sales,7,2,Life Sciences,1,235,2,Female,97,4,5,Manager,4,Married,12671,13225,2,Y,No,13,4,3,80,1,15,0,1,8,3,2,3,₹12K+,6–10 years,46–60
44,No,Travel_Frequently,533,Research & Development,10,2,Other,1,236,3,Male,67,1,3,Research Director,4,Married,7931,13377,0,Y,No,11,3,3,80,3,16,4,4,8,6,2,6,₹7K–₹12K,6–10 years,36–45
51,No,Travel_Rarely,1288,Sales,18,3,Medical,1,237,2,Male,98,2,4,Manager,1,Divorced,10930,25384,2,Y,Yes,17,4,3,80,2,22,2,1,14,7,5,4,₹7K–₹12K,10+ years,46–60
